GENE	SYMBOL	CHR	START	STOP	NSNPS	N	ZSTAT	P
55721	IQCC	1	32671236	32674288	5	946234	-0.65088	0.74244
149069	DCDC2B	1	32674695	32681797	15	914333	-0.78016	0.78235
56063	TMEM234	1	32680040	32687954	16	943653	-0.59504	0.72409
8668	EIF3I	1	32687971	32697205	12	972880	-0.1348	0.55362
84734	FAM167B	1	32712818	32714461	2	900411	-0.22703	0.5898
3932	LCK	1	32716840	32751766	42	913805	1.2655	0.10285
3065	HDAC1	1	32757708	32799227	32	864210	0.7973	0.21264
81629	TSSK3	1	32818365	32830098	6	867255	0.98848	0.16146
55108	BSDC1	1	32830704	32860062	23	884302	0.19785	0.42158
728116	ZBTB8B	1	32930658	32953460	24	927961	0.90691	0.18223
653121	ZBTB8A	1	33004772	33071542	175	953144	-0.43218	0.66719
339487	TSLIG1	1	33086421	33116565	84	912502	0.95642	0.16943
5928	RBBP4	1	33116749	33151812	80	959853	1.1482	0.12543
81493	SYNC	1	33145507	33168361	49	957196	1.1688	0.12125
57648	NHSL3	1	33207492	33240571	59	942336	1.0652	0.14339
8565	YARS1	1	33240840	33283633	84	951832	1.0131	0.15551
64766	S100PBP	1	33282368	33324480	82	940103	1.183	0.11841
252995	FNDC5	1	33327869	33338093	14	939365	0.73914	0.22991
3208	HPCA	1	33351688	33360247	18	905145	-0.44512	0.67188
113452	TMEM54	1	33360196	33367041	12	950429	0.17911	0.42893
127544	RNF19B	1	33402050	33430467	65	949624	1.4187	0.07799
204	AK2	1	33473541	33502512	62	935294	-0.36981	0.64424
113451	AZIN2	1	33546711	33586132	71	923001	-1.0855	0.86115
55223	TRIM62	1	33611000	33647671	95	934656	0.8503	0.19758
149076	ZNF362	1	33721908	33766321	86	953148	0.84244	0.19977
127550	A3GALT2	1	33772367	33786699	48	931236	0.69149	0.24463
1912	PHC2	1	33789224	33841194	155	960211	1.0592	0.14476
7579	ZSCAN20	1	33938232	33962105	56	954808	-0.06369	0.52539
114784	CSMD2	1	33979609	34631443	2018	946912	-1.9253	0.97291
127540	HMGB4	1	34326076	34330392	10	946173	-0.075047	0.52991
84970	C1orf94	1	34632624	34684732	219	946135	0.9452	0.17228
2709	GJB5	1	35220648	35224113	10	876274	-0.65429	0.74354
127534	GJB4	1	35225342	35229325	20	887107	-0.60126	0.72617
2707	GJB3	1	35246790	35251967	16	902610	1.146	0.1259
2701	GJA4	1	35258559	35261351	13	915905	0.71721	0.23662
113444	SMIM12	1	35315963	35325417	29	922990	0.039142	0.48439
58512	DLGAP3	1	35331037	35391083	95	912061	-0.69759	0.75728
100506144	TMEM35B	1	35447127	35450948	5	964435	0.36404	0.35792
9204	ZMYM6	1	35451766	35497569	63	940437	0.37756	0.35288
79830	ZMYM1	1	35525387	35581460	75	920394	-0.10489	0.54177
6421	SFPQ	1	35641981	35658766	40	886459	-1.3271	0.90776
9202	ZMYM4	1	35734444	35887545	178	900470	-1.3982	0.91898
79932	KIAA0319L	1	35899091	36023037	127	904096	-1.5815	0.94311
23154	NCDN	1	36023311	36032380	10	902773	-1.1342	0.87164
339488	TFAP2E	1	36038971	36060929	20	907049	-0.25741	0.60157
5690	PSMB2	1	36040259	36107445	52	908040	-1.3099	0.90488
127703	C1orf216	1	36179477	36184790	8	925119	2.2677	0.011673
63967	CLSPN	1	36185819	36235568	45	957863	2.1494	0.0158
192670	AGO4	1	36273231	36323491	53	949701	1.7555	0.03959
26523	AGO1	1	36335412	36395211	62	919852	0.43783	0.33075
192669	AGO3	1	36396364	36522360	120	923998	0.27019	0.39351
27285	TEKT2	1	36549676	36553877	5	915083	1.068	0.14275
54936	ADPRS	1	36554453	36559533	4	895750	1.1068	0.13419
1296	COL8A2	1	36560840	36591305	72	931002	1.1441	0.12629
27095	TRAPPC3	1	36602170	36621654	39	905989	1.0202	0.15381
55700	MAP7D1	1	36621751	36646450	34	911632	0.99538	0.15977
9967	THRAP3	1	36690017	36770958	97	929241	0.75969	0.22372
79729	MNMIP1	1	36771889	36793544	30	923655	1.1373	0.1277
55194	EVA1B	1	36787631	36790567	3	954691	1.9241	0.027172
83931	STK40	1	36805225	36851525	63	937597	0.37625	0.35337
84967	LSM10	1	36859031	36863493	27	967944	-1.1427	0.87342
127700	OSCP1	1	36883507	36916086	140	975564	0.24949	0.40149
64960	MRPS15	1	36921362	36930040	40	978797	-0.55337	0.71
1441	CSF3R	1	36931644	36948915	44	958335	-2.5587	0.99475
2899	GRIK3	1	37261128	37499844	511	932514	0.31725	0.37553
80149	ZC3H12A	1	37940119	37949978	18	936131	-0.86832	0.80739
64769	MEAF6	1	37955561	37980420	88	966309	0.19191	0.4239
79753	SNIP1	1	38000050	38019945	53	965918	-0.16016	0.56362
7802	DNALI1	1	38022520	38032458	38	963491	0.043348	0.48271
29889	GNL2	1	38032413	38061586	79	960462	0.22595	0.41062
284654	RSPO1	1	38076821	38100595	78	954960	0.020916	0.49166
54955	AIRIM	1	38147242	38158007	46	944508	-0.33134	0.6298
55143	CDCA8	1	38158073	38175391	57	957327	-0.29126	0.61457
284656	EPHA10	1	38181646	38230824	203	971677	0.71445	0.23747
149175	MANEAL	1	38259721	38267278	8	946971	0.88507	0.18806
79693	YRDC	1	38268614	38273865	13	973439	1.2399	0.10751
127687	C1orf122	1	38273473	38275126	1	815092	0.55455	0.2896
4520	MTF1	1	38275239	38325292	85	957327	1.233	0.10878
3633	INPP5B	1	38326369	38412729	210	930030	0.80274	0.21106
10946	SF3A3	1	38422647	38456019	104	934970	-0.88339	0.81149
2275	FHL3	1	38462439	38471199	19	881359	-0.89995	0.81593
51118	UTP11	1	38478384	38490497	24	924736	-0.28995	0.61407
5453	POU3F1	1	38509523	38512450	3	831912	-0.66424	0.74673
64121	RRAGC	1	39303869	39325495	55	969681	0.91171	0.18096
26292	MYCBP	1	39328162	39339050	24	915168	0.71495	0.23732
81025	GJA9	1	39339739	39347298	28	954722	0.55883	0.28814
54933	RHBDL2	1	39350614	39407456	201	952627	0.55582	0.28917
79647	AKIRIN1	1	39456916	39471737	51	968465	1.9508	0.025543
4725	NDUFS5	1	39491967	39500308	34	951055	0.3632	0.35823
23499	MACF1	1	39549839	39952810	929	947961	1.852	0.032012
643314		1	39875176	39882154	14	938077	0.94928	0.17124
353500	BMP8A	1	39957318	39995541	108	934268	0.36893	0.35609
8761	PABPC4	1	40026485	40042522	38	974891	2.2718	0.01155
26508	HEYL	1	40089103	40105348	43	961704	0.92052	0.17865
84618	NT5C1A	1	40124793	40137710	16	959371	1.9723	0.024285
51440	HPCAL4	1	40144320	40157382	77	957206	1.2468	0.10623
10450	PPIE	1	40204517	40229586	71	957840	-0.14058	0.5559
656	BMP8B	1	40223903	40254533	94	932155	-0.30444	0.6196
101929536		1	40254654	40255843	9	914724	-0.16455	0.56535
54802	TRIT1	1	40306703	40349177	134	958455	-1.6056	0.94582
4610	MYCL	1	40361096	40367687	15	938936	-1.3552	0.91233
84879	MFSD2A	1	40420784	40435630	21	900841	-1.1392	0.87269
10487	CAP1	1	40505912	40538321	110	985021	-1.1343	0.87167
5538	PPT1	1	40538382	40563142	92	980023	-0.91018	0.81864
6018	RLF	1	40627041	40706593	102	945482	1.0445	0.14812
127391	TMCO2	1	40713573	40717365	5	926137	0.37717	0.35302
10269	ZMPSTE24	1	40723722	40759856	48	937752	1.4154	0.078473
1298	COL9A2	1	40766162	40782939	69	942490	1.6846	0.046031
64744	SMAP2	1	40839378	40888998	133	966306	0.8133	0.20802
65243	ZFP69B	1	40915774	40929390	56	961893	-0.42989	0.66636
339559	ZFP69	1	40943043	40962015	53	962271	-1.2661	0.89726
64789	EXO5	1	40974391	40982228	31	956505	-0.4668	0.67968
127396	ZNF684	1	40997233	41013841	60	973677	-0.37801	0.64729
9783	RIMS3	1	41086352	41131324	133	967728	0.20498	0.41879
4802	NFYC	1	41157242	41237275	224	965692	0.27945	0.38995
9132	KCNQ4	1	41249684	41306124	197	943485	0.96811	0.1665
163732	CITED4	1	41326728	41328018	10	941329	-0.34906	0.63648
1503	CTPS1	1	41445007	41478237	101	967419	2.2602	0.011906
200172	SLFNL1	1	41481269	41489116	35	969227	2.0047	0.022499
22955	SCMH1	1	41492871	41707815	601	966384	2.0341	0.02097
100132074	FOXO6	1	41827328	41849263	69	951425	0.85302	0.19682
1907	EDN2	1	41944446	41950348	19	932122	2.0131	0.022051
59269	HIVEP3	1	41972036	42501596	1509	962103	1.5161	0.064743
2981	GUCA2B	1	42619092	42621495	9	966518	1.1703	0.12094
2980	GUCA2A	1	42628362	42630395	5	934445	0.62491	0.26601
22887	FOXJ3	1	42642210	42801548	320	959935	2.8	0.0025551
284716	RIMKLA	1	42846468	42889900	148	977631	0.033367	0.48669
84217	ZMYND12	1	42896000	42921938	90	979117	-0.37759	0.64713
79717	PPCS	1	42921968	42939088	36	980352	0.083098	0.46689
728621	CCDC30	1	43000560	43120335	403	967990	-0.53453	0.70351
10465	PPIH	1	43123706	43142429	37	965585	-0.98646	0.83805
4904	YBX1	1	43148060	43168024	37	966007	-1.1456	0.87402
149461	CLDN19	1	43198764	43205925	20	977841	-0.31762	0.62461
64175	P3H1	1	43212006	43232755	52	952029	-0.07045	0.52808
79078	C1orf50	1	43232916	43241413	20	941036	-0.71615	0.76305
100129924	TMEM269	1	43253661	43264227	23	929463	-0.20053	0.57947
374969	SVBP	1	43272723	43283059	27	949647	-1.0246	0.84722
114625	ERMAP	1	43282776	43310660	60	941941	-0.91575	0.8201
51058	ZNF691	1	43312244	43318148	5	958514	0.35887	0.35985
6513	SLC2A1	1	43391046	43424847	128	961853	0.49771	0.30935
440585	CFAP144	1	43610800	43622067	49	966808	1.3688	0.085536
10969	EBNA1BP2	1	43629845	43638241	37	977423	0.92869	0.17653
149465	CFAP57	1	43638001	43720029	333	971127	3.6309	0.00014123
128218	TMEM125	1	43735665	43739673	9	917859	4.9955	2.9338e-07
149466	C1orf210	1	43747554	43751334	7	961814	5.5331	1.5735e-08
7075	TIE1	1	43766566	43788781	32	963172	0.66627	0.25262
4352	MPL	1	43803475	43820135	17	957817	1.0346	0.15042
991	CDC20	1	43824626	43828874	6	983961	-0.36453	0.64227
64834	ELOVL1	1	43829068	43833745	8	910279	1.7645	0.038826
112950	MED8	1	43849579	43855483	4	939337	0.22388	0.41143
23334	SZT2	1	43855556	43919918	109	966959	1.9096	0.028094
81888	HYI	1	43916674	43919938	6	946553	2.477	0.006624
5792	PTPRF	1	43991708	44089343	274	963347	1.3306	0.091659
9682	KDM4A	1	44115797	44171189	94	941983	1.6577	0.04869
6487	ST3GAL3	1	44173204	44396837	576	960526	0.93813	0.17409
9048	ARTN	1	44398992	44402912	12	948802	0.61048	0.27077
9670	IPO13	1	44412478	44433694	32	964257	1.3038	0.096156
1802	DPH2	1	44435653	44439043	3	982740	0.0051007	0.49797
533	ATP6V0B	1	44440118	44443972	10	947152	-0.18173	0.5721
8704	B4GALT2	1	44444874	44456843	21	955450	0.75893	0.22395
149473	CCDC24	1	44457280	44462200	10	927255	0.8194	0.20628
6536	SLC6A9	1	44462155	44497171	92	938196	0.54569	0.29264
128209	KLF17	1	44513987	44600812	358	951998	3.004	0.0013321
55929	DMAP1	1	44679104	44686351	13	974459	4.3132	8.0467e-06
79033	ERI3	1	44686742	44821315	234	964790	3.6172	0.0001489
55182	RNF220	1	44870837	45117396	763	945724	-0.9975	0.84074
79639	TMEM53	1	45118920	45140253	71	933529	-0.39365	0.65308
339541	ARMH1	1	45140370	45191263	116	898892	0.34504	0.36503
11004	KIF2C	1	45205396	45233439	80	936035	0.51677	0.30266
6202	RPS8	1	45241213	45244427	9	901648	0.91622	0.17978
266675	BEST4	1	45247831	45253648	7	955008	0.47352	0.31792
1263	PLK3	1	45265638	45271667	17	944481	-0.55827	0.71167
343521	DYNLT4	1	45271580	45273378	6	934570	-2.1129	0.9827
149478	BTBD19	1	45273373	45279801	18	958891	-1.6855	0.95406
8643	PTCH2	1	45285516	45309226	67	938218	0.80481	0.21046
8891	EIF2B3	1	45316194	45452394	423	964635	0.40943	0.34111
79654	HECTD3	1	45468220	45477027	29	957991	0.31827	0.37514
7389	UROD	1	45477805	45481341	10	931876	0.42749	0.33451
57643	ZSWIM5	1	45482071	45672250	365	950292	1.926	0.027052
4595	MUTYH	1	45794914	45806142	21	954493	8.2095	1.1102e-16
114034	TOE1	1	45805342	45809650	5	947476	6.2952	1.5353e-10
10420	TESK2	1	45809555	45956840	263	954245	8.1589	1.6909e-16
25974	MMACHC	1	45965856	45976739	19	951103	6.3712	9.3792e-11
5052	PRDX1	1	45976707	45988562	40	963013	6.1871	3.064e-10
10327	AKR1A1	1	46016455	46035723	59	914497	5.5049	1.8474e-08
4678	NASP	1	46049660	46084578	100	909763	4.9963	2.922e-07
149483	CCDC17	1	46085716	46090424	14	974170	6.9463	1.8753e-12
60313	GPBP1L1	1	46092976	46153782	170	937503	6.6721	1.2608e-11
51249	TMEM69	1	46153847	46160110	16	927111	6.7284	8.5751e-12
3652	IPP	1	46159996	46216485	139	942310	6.809	4.9135e-12
23139	MAST2	1	46269269	46501796	568	955713	6.584	2.2899e-11
8503	PIK3R3	1	46505812	46642167	311	947539	6.9648	1.6446e-12
10103	TSPAN1	1	46640749	46651634	17	921883	4.1026	2.0424e-05
55624	POMGNT1	1	46654353	46685977	55	952534	2.4213	0.0077323
541468	LURAP1	1	46669006	46686928	29	934431	2.6144	0.0044687
8438	RAD54L	1	46713367	46744145	42	959887	1.6049	0.054258
10489	LRRC41	1	46744072	46769038	28	949592	2.0585	0.019773
7388	UQCRH	1	46769324	46782448	24	959326	2.1581	0.015459
387338	NSUN4	1	46805849	46830824	184	965282	0.65197	0.25721
2166	FAAH	1	46859939	46879520	37	970320	2.0072	0.022366
127343	DMBX1	1	46972668	46979898	33	940471	1.6266	0.051909
148930	KNCN	1	47011316	47016887	23	899962	0.64192	0.26046
8569	MKNK1	1	47023079	47069966	113	961997	1.1973	0.11559
148932	MOB3C	1	47073387	47082563	20	968851	1.089	0.13807
64756	ATPAF1	1	47100711	47134099	115	897525	0.17895	0.42899
374973	TEX38	1	47137497	47139266	5	936566	0.59813	0.27488
9813	EFCAB14	1	47140831	47184792	103	944679	1.1828	0.11844
1580	CYP4B1	1	47264670	47285021	71	961875	-0.805	0.78959
1579	CYP4A11	1	47394846	47407156	38	950908	-0.58357	0.72025
260293	CYP4X1	1	47427036	47516423	203	945413	1.8672	0.030937
199974	CYP4Z1	1	47533160	47583992	153	936769	1.7472	0.040297
284541	CYP4A22	1	47603107	47614528	53	954191	1.7712	0.038264
10158	PDZK1IP1	1	47649261	47655771	13	953827	1.3548	0.087744
6886	TAL1	1	47681962	47697938	40	955266	2.6415	0.0041269
6491	STIL	1	47715811	47779819	189	963889	1.1025	0.13513
51727	CMPK1	1	47799469	47844511	143	957754	1.4011	0.080595
2301	FOXE3	1	47881744	47883724	4	909157	1.3052	0.095906
2306	FOXD2	1	47901689	47906363	9	933393	1.746	0.040403
388630	TRABD2B	1	48226200	48463009	725	959189	1.2966	0.09739
200010	SLC5A9	1	48688339	48714316	61	960284	0.35537	0.36116
54558	SPATA6	1	48761044	48937876	367	956471	-0.65533	0.74387
84871	AGBL4	1	48998527	50489626	2439	955529	1.7329	0.041555
79656	BEND5	1	49193538	49242547	85	969886	0.33409	0.36916
1996	ELAVL4	1	50513686	50669442	225	948440	1.2696	0.10212
63950	DMRTA2	1	50883223	50889119	3	910238	-2.1602	0.98462
11124	FAF1	1	50906935	51425936	821	948714	0.56384	0.28643
1031	CDKN2C	1	51434367	51440309	11	953387	2.7719	0.0027863
284546	C1orf185	1	51442129	51613754	397	947963	3.623	0.0001456
26994	RNF11	1	51701945	51739119	103	901878	1.428	0.076642
22996	TTC39A	1	51752930	51810785	148	936528	2.603	0.0046209
2060	EPS15	1	51819935	51985026	532	964930	3.9005	4.7999e-05
114883	OSBPL9	1	52082546	52254891	300	938993	-0.085986	0.53426
4898	NRDC	1	52254864	52344609	224	948224	-0.51465	0.6966
5865	RAB3B	1	52373628	52456436	188	955982	1.4442	0.074346
51060	TXNDC12	1	52485803	52521843	71	953778	-0.30581	0.62012
112970	KTI12	1	52497777	52499472	4	958240	-0.051004	0.52034
91408	BTF3L4	1	52521857	52556388	52	926631	0.11991	0.45228
9372	ZFYVE9	1	52607678	52812358	328	919599	0.50995	0.30504
200014	CC2D1B	1	52816265	52831877	29	927466	1.0198	0.1539
4998	ORC1	1	52838501	52870143	43	935996	1.2894	0.098622
84950	PRPF38A	1	52870219	52883992	14	931387	1.5495	0.06063
23318	TUT4	1	52888947	53018764	240	951007	1.4833	0.068992
2882	GPX7	1	53068043	53074723	20	976578	2.2316	0.01282
348378	SHISAL2A	1	53098961	53133252	86	948381	0.96143	0.16817
65260	COA7	1	53152014	53164038	30	934113	-0.25591	0.60099
79699	ZYG11B	1	53192126	53293014	310	934383	-0.34597	0.63532
440590	ZYG11A	1	53308183	53360247	155	940499	0.12809	0.44904
55268	ECHDC2	1	53361582	53392846	46	934497	0.23194	0.40829
6342	SCP2	1	53392901	53517289	500	953498	1.1263	0.13002
127435	PODN	1	53527724	53551174	123	965769	1.8285	0.033739
6512	SLC1A7	1	53552855	53608304	310	947599	4.6532	1.6343e-06
1376	CPT2	1	53662101	53679869	30	953248	0.75824	0.22415
54987	CZIB	1	53679771	53686289	14	965717	1.4147	0.078582
4116	MAGOH	1	53692564	53704282	28	942815	1.5108	0.065418
7804	LRP8	1	53708036	53793821	235	937289	1.5703	0.058169
63948	DMRTB1	1	53925072	53933158	30	957210	0.89863	0.18443
148979	GLIS1	1	53971904	54203748	729	948898	2.3933	0.0083497
55706	NDC1	1	54231133	54304225	154	932348	1.304	0.096112
54432	YIPF1	1	54317392	54355487	129	961931	0.78435	0.21642
1733	DIO1	1	54359860	54376763	69	964621	1.3811	0.083625
51668	IFT25	1	54387234	54411975	48	961312	2.0343	0.02096
115353	LRRC42	1	54411999	54433841	47	912145	2.3744	0.0087889
388633	LDLRAD1	1	54472971	54483859	31	972104	2.3732	0.0088164
9528	TMEM59	1	54497346	54519135	49	938580	1.0373	0.1498
127428	TCEANC2	1	54519274	54565416	124	938753	1.1709	0.12083
200008	CDCP2	1	54604668	54618679	73	977277	1.0035	0.15781
606495	CYB5RL	1	54638009	54665746	77	925140	0.7822	0.21705
51253	MRPL37	1	54665840	54691407	99	944420	0.87214	0.19157
23648	SSBP3	1	54691104	54872068	560	935746	2.8248	0.0023654
26027	ACOT11	1	55007930	55100417	390	956062	2.245	0.012385
338094	FAM151A	1	55074850	55089200	52	957187	1.6549	0.048972
374977	MROH7	1	55107427	55175939	255	953411	-0.16442	0.5653
7268	TTC4	1	55181495	55208330	181	961978	-2.1437	0.98397
25973	PARS2	1	55222571	55230226	28	974420	-1.2714	0.89821
55001	TTC22	1	55246752	55266941	67	947437	-0.7701	0.77938
163747	CIMAP2	1	55271736	55307937	164	957401	-1.4867	0.93145
1718	DHCR24	1	55315300	55352921	147	951173	-0.69582	0.75673
199964	TMEM61	1	55446271	55457966	47	939127	0.56834	0.2849
7809	BSND	1	55464617	55474465	36	914534	-0.78865	0.78484
255738	PCSK9	1	55505149	55530526	127	943860	4.2545	1.0474e-05
23358	USP24	1	55532032	55681039	349	943152	6.006	9.5082e-10
8613	PLPP3	1	56960419	57045257	273	963830	3.4865	0.00024469
5563	PRKAA2	1	57110990	57181008	266	965231	1.8157	0.034711
199920	FYB2	1	57184477	57285369	379	944384	-0.53394	0.70331
731	C8A	1	57320443	57383894	258	957155	0.97707	0.16427
732	C8B	1	57394883	57433213	141	953080	-0.75768	0.77568
1600	DAB1	1	57460453	58716211	4202	958386	-0.36785	0.64351
115209	OMA1	1	58881052	59012469	556	971863	1.8496	0.032184
4070	TACSTD2	1	59041095	59043166	12	973465	2.0922	0.018211
114803	MYSM1	1	59120411	59165747	201	969028	-1.2978	0.90282
3725	JUN	1	59246463	59249785	2	963922	-1.1753	0.88006
55277	FGGY	1	59762625	60228402	1184	944552	-0.28197	0.61102
51361	HOOK1	1	60280458	60342050	151	962783	0.20684	0.41807
1573	CYP2J2	1	60358980	60392445	73	979382	0.016279	0.49351
127795	C1orf87	1	60456066	60539442	201	967234	0.92041	0.17868
4774	NFIA	1	61542946	61928460	1043	944207	4.7499	1.0176e-06
83941	TM2D1	1	62146718	62191095	134	934553	-1.6686	0.9524
10207	PATJ	1	62208149	62629592	1535	954012	0.20002	0.42073
54596	L1TD1	1	62660474	62678000	127	958979	-0.16227	0.56445
163782	KANK4	1	62701837	62785083	398	960637	0.69287	0.2442
7398	USP1	1	62901975	62917475	32	957722	3.2637	0.00054981
85440	DOCK7	1	62920397	63154039	357	945732	3.22	0.00064088
27329	ANGPTL3	1	63063158	63071976	4	885305	-2.3487	0.99058
84938	ATG4C	1	63249777	63330941	186	970494	1.161	0.12282
27022	FOXD3	1	63788730	63790797	3	938248	0.28578	0.38752
29929	ALG6	1	63833261	63904233	173	957363	-0.15099	0.56001
23421	ITGB3BP	1	63906441	63988944	201	961889	-0.015268	0.50609
84455	EFCAB7	1	63989013	64051041	151	970914	0.10951	0.4564
5236	PGM1	1	64058947	64125916	216	950253	0.14817	0.4411
4919	ROR1	1	64239690	64647181	1090	953328	0.66058	0.25444
148581	UBE2U	1	64669135	64732969	179	957009	0.3929	0.3472
57685	CACHD1	1	64936476	65158741	515	944299	0.23681	0.4064
55225	RAVER2	1	65210778	65298915	175	963723	0.64822	0.25842
3716	JAK1	1	65298906	65432593	386	966164	1.4556	0.072757
205	AK4	1	65613232	65697828	228	946942	0.20383	0.41924
9829	DNAJC6	1	65720133	65881552	471	960763	-0.076846	0.53063
54741	LEPROT	1	65886131	66107242	667	965182	3.109	0.00093858
3953	LEPR	1	65886335	66103176	650	965462	3.0583	0.0011128
5142	PDE4B	1	66258193	66840262	1692	953304	0.18829	0.42532
84251	SGIP1	1	66999066	67210768	798	972623	-0.14283	0.55679
200132	DYNLT5	1	67217978	67244730	83	977143	0.48399	0.3142
10022	INSL5	1	67263424	67266942	7	972161	0.2837	0.38832
79819	DNAI4	1	67278568	67390907	246	944179	4.4877	3.5995e-06
57708	MIER1	1	67390578	67454302	151	964368	6.002	9.7469e-10
23169	SLC35D1	1	67465015	67520080	173	958939	6.2824	1.6665e-10
400757	C1orf141	1	67557859	67600654	194	978095	2.3186	0.010207
149233	IL23R	1	67604590	67725662	354	963914	0.34368	0.36554
3595	IL12RB2	1	67773047	67862583	267	965941	1.3412	0.08993
26135	SERBP1	1	67873493	67896123	29	944883	1.2287	0.1096
1647	GADD45A	1	68150860	68154021	9	971375	-0.23043	0.59112
55970	GNG12	1	68167149	68299436	374	955603	1.0932	0.13714
9077	DIRAS3	1	68511645	68517314	16	921159	1.4553	0.072791
79971	WLS	1	68564142	68698284	601	963591	-1.3752	0.91546
6121	RPE65	1	68894507	68915642	69	976218	-1.1635	0.87769
55635	DEPDC1	1	68939835	68962799	65	987645	-2.3164	0.98973
57554	LRRC7	1	70033230	70589171	1696	962036	1.6804	0.046438
55631	LRRC40	1	70610485	70671361	104	955748	-0.68779	0.75421
9295	SRSF11	1	70671365	70717703	65	963715	-0.85483	0.80368
81573	ANKRD13C	1	70724685	70820471	175	940221	0.38251	0.35104
11147	ANKRD13C-DT	1	70820493	70833706	29	968240	0.28082	0.38942
1491	CTH	1	70876901	70905534	79	959692	0.12547	0.45008
5733	PTGER3	1	71318036	71513497	667	969379	0.23139	0.40851
9406	ZRANB2	1	71528974	71546972	33	959721	1.1141	0.13262
257194	NEGR1	1	71868625	72748533	2100	958747	-0.55952	0.7121
127255	LRRIQ3	1	74491699	74663871	320	954567	-0.23878	0.59436
8790	FPGT	1	74663896	74674533	37	989581	0.19061	0.42442
100526835	FPGT-TNNI3K	1	74663896	75010116	729	951875	-0.11161	0.54444
51086	TNNI3K	1	74701071	75010116	630	947750	0.031601	0.4874
127254	ERICH3	1	75033795	75139422	187	940566	-1.2106	0.88698
1429	CRYZ	1	75171170	75199092	87	950060	-2.0917	0.98177
127253	TYW3	1	75198836	75232361	127	956443	-1.2985	0.90294
431707	LHX8	1	75594119	75627218	65	943340	0.63012	0.26431
204962	SLC44A5	1	75667816	76081698	1101	964131	0.38349	0.35068
34	ACADM	1	76190043	76229355	167	960370	0.11545	0.45404
5876	RABGGTB	1	76251879	76260775	25	959356	0.79838	0.21233
4438	MSH4	1	76262556	76379581	478	968845	-0.18837	0.57471
127247	ASB17	1	76384558	76398116	65	941096	0.53142	0.29756
256435	ST6GALNAC3	1	76540389	77100311	1846	964861	-1.4073	0.92033
81849	ST6GALNAC5	1	77333126	77533223	537	948959	-0.9778	0.83591
10026	PIGK	1	77554666	77685132	408	958641	-0.89782	0.81536
26289	AK5	1	77747662	78025654	1172	966250	3.7659	8.2968e-05
26009	ZZZ3	1	78028160	78149119	220	958833	2.5172	0.0059144
23032	USP33	1	78161672	78225564	114	948394	2.0749	0.018996
374986	MIGA1	1	78245309	78345225	184	962687	2.4194	0.0077727
91624	NEXN	1	78354200	78412009	111	964696	1.8079	0.03531
8880	FUBP1	1	78409740	78444839	76	967480	0.0050737	0.49798
11080	DNAJB4	1	78444847	78483648	102	960595	2.4574	0.0069973
54810	GIPC2	1	78510646	78604129	271	972580	7.4103	6.2999e-14
